CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,IsZeroBalance,CreditScoreRating,HasMultipleProduct,BalanceSalaryRatio,TenureAgeRatio,CreditScoreAgeRatio,EstimatedMonthlySalary,AgeBalanceInteraction,ProductDensity,LoyalityScore,WealthSignifier,TenureRiskGroup,MidTierDanger,GermanPassiveWealth,HighRiskGermanCohort,BalancePerProduct,CardButInactive,CardAndActive,TeenZeroBalance,ActiveZeroBalance,Female_Germany
528,France,Male,30,2,128262.72,2,1,0,50771.16,0,Young,1,Poor,1,2.5262909100363276,0.06666666666666667,17.6,4230.93,3847881.6,1.0,0,0,Early_HighRisk,1,0,0,64131.36,1,0,0,0,0
701,France,Male,40,5,169742.64,1,1,1,153537.55,1,Mid-age,1,Good,1,1.1055447999528456,0.125,17.525,12794.795833333332,6789705.600000001,0.2,5,1,Mid_Stable,0,0,0,169742.64,0,1,0,0,0
797,France,Female,29,1,0.0,2,1,1,132975.39,0,Young,0,Very Good,0,0.0,0.034482758620689655,27.482758620689655,11081.282500000001,0.0,2.0,1,0,Early_HighRisk,0,0,0,0.0,0,1,0,1,0
639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,Young,1,Fair,1,1.7697183851504767,0.1111111111111111,23.666666666666668,7100.744166666666,4071486.87,0.3333333333333333,3,0,Mid_Stable,0,0,0,150795.81,0,0,0,0,0
785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,Old,1,Very Good,1,0.762893148786927,0.06557377049180328,12.868852459016393,14184.568333333335,7921198.92,0.5,0,1,Mid_Stable,1,0,0,64927.86,1,0,0,0,0
363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,Young,1,Poor,1,1.4520521464264722,0.21428571428571427,12.964285714285714,8384.595,4090756.04,0.5,0,1,Mid_Stable,1,0,0,48699.47666666666,1,0,0,0,0
764,France,Female,24,7,0.0,2,1,0,186105.99,0,Young,0,Very Good,0,0.0,0.2916666666666667,31.833333333333332,15508.832499999999,0.0,0.2857142857142857,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
676,France,Female,43,2,0.0,1,1,1,55119.53,0,Mid-age,0,Good,0,0.0,0.046511627906976744,15.720930232558139,4593.294166666667,0.0,0.5,2,0,Early_HighRisk,0,0,0,0.0,0,1,0,1,0
718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,Young,1,Good,1,2.282372755597078,0.14285714285714285,25.642857142857142,2396.749166666667,1838012.4000000001,0.25,0,0,Mid_Stable,0,1,0,65643.3,1,0,0,0,0
590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,Young,0,Fair,0,0.0,0.17647058823529413,17.352941176470587,14251.786666666667,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
584,France,Male,38,9,104584.16,1,1,0,176678.72,0,Mid-age,1,Fair,1,0.5919454250064751,0.23684210526315788,15.368421052631579,14723.226666666667,3974198.08,0.1111111111111111,0,1,Mid_Stable,1,0,0,104584.16,1,0,0,0,0
645,France,Male,41,7,0.0,1,0,1,28667.56,0,Mid-age,0,Fair,0,0.0,0.17073170731707318,15.731707317073171,2388.9633333333336,0.0,0.14285714285714285,7,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,Young,1,Very Good,1,0.5059129823999966,0.2,25.733333333333334,16436.5025,2993558.4,0.3333333333333333,0,1,Mid_Stable,0,1,0,49892.64,0,0,0,0,0
399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,Mid-age,1,Poor,1,0.9118576505907225,0.043478260869565216,8.673913043478262,11666.223333333333,5872140.12,0.5,0,1,Early_HighRisk,1,1,1,127655.22,1,0,0,0,0
529,France,Male,22,5,0.0,1,1,0,151169.83,0,Young,0,Poor,0,0.0,0.22727272727272727,24.045454545454547,12597.485833333332,0.0,0.2,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
463,France,Male,35,2,101257.16,1,1,1,118113.64,0,Young,1,Poor,1,0.8572859154962966,0.05714285714285714,13.228571428571428,9842.803333333333,3544000.6,0.5,2,1,Early_HighRisk,1,0,0,101257.16,0,1,0,0,0
630,France,Female,40,7,0.0,2,1,1,34453.17,0,Mid-age,0,Fair,0,0.0,0.175,15.75,2871.0975,0.0,0.2857142857142857,7,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
780,France,Male,76,10,121313.88,1,0,1,64872.33,0,Old,1,Very Good,1,1.8700404317218142,0.13157894736842105,10.263157894736842,5406.0275,9219854.88,0.1,10,0,Late_HighRisk,1,0,0,121313.88,0,0,0,0,0
584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,Young,0,Fair,0,0.0,0.15625,18.25,913.0683333333333,0.0,0.4,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,Young,1,Very Good,1,2.210153215935108,0.13333333333333333,25.066666666666666,3073.820833333333,2445701.4000000004,0.25,4,0,Mid_Stable,0,0,0,81523.38,0,1,0,0,0
697,France,Female,47,6,128252.66,1,1,1,168053.4,0,Mid-age,1,Good,1,0.7631661126760899,0.1276595744680851,14.829787234042554,14004.449999999999,6027875.0200000005,0.16666666666666666,6,1,Mid_Stable,1,0,0,128252.66,0,1,0,0,0
850,France,Female,32,7,0.0,2,0,0,155227.0,0,Young,0,Excellent,0,0.0,0.21875,26.5625,12935.583333333334,0.0,0.2857142857142857,0,0,Mid_Stable,0,0,0,0.0,0,0,0,0,0
711,France,Male,51,7,0.0,3,1,0,38409.79,1,Mid-age,0,Good,0,0.0,0.13725490196078433,13.941176470588236,3200.8158333333336,0.0,0.42857142857142855,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
452,France,Female,32,5,0.0,2,0,1,75279.39,0,Young,0,Poor,0,0.0,0.15625,14.125,6273.2825,0.0,0.4,5,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,Mid-age,0,Fair,0,0.0,0.14285714285714285,14.523809523809524,13191.8825,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
694,France,Female,22,4,0.0,2,1,1,11525.72,0,Young,0,Good,0,0.0,0.18181818181818182,31.545454545454547,960.4766666666666,0.0,0.5,4,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,Young,0,Poor,0,0.0,0.18181818181818182,17.545454545454547,7916.086666666666,0.0,0.16666666666666666,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,Mid-age,0,Very Good,0,0.0,0.14814814814814814,13.796296296296296,14492.690833333334,0.0,0.125,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
572,France,Male,33,5,0.0,1,0,1,41139.05,0,Young,0,Poor,0,0.0,0.15151515151515152,17.333333333333332,3428.254166666667,0.0,0.2,5,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,Young,1,Poor,1,2.508474412680466,0.10344827586206896,17.413793103448278,4834.995833333333,4220705.24,0.6666666666666666,3,0,Mid_Stable,1,0,0,72770.78,0,1,0,0,0
706,France,Female,23,5,0.0,1,0,0,164128.41,1,Young,0,Good,0,0.0,0.21739130434782608,30.695652173913043,13677.3675,0.0,0.2,0,0,Mid_Stable,0,0,0,0.0,0,0,0,0,0
693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,Mid-age,1,Good,1,2.6512029308400145,0.11363636363636363,15.75,3916.5108333333333,5482469.5200000005,0.4,5,0,Mid_Stable,1,0,0,62300.79,0,1,0,0,0
725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,Young,1,Good,1,0.6497248608848596,0.21212121212121213,21.96969696969697,14773.284166666666,3801033.7199999997,0.2857142857142857,7,1,Mid_Stable,1,0,0,57591.42,0,1,0,0,1
791,France,Male,37,2,163789.49,2,1,0,75832.53,0,Mid-age,1,Very Good,1,2.1598842871258546,0.05405405405405406,21.37837837837838,6319.3775,6060211.13,1.0,0,0,Early_HighRisk,0,0,0,81894.745,1,0,0,0,0
536,France,Male,46,1,65733.41,1,1,0,61094.53,0,Mid-age,1,Poor,1,1.0759295472115098,0.021739130434782608,11.652173913043478,5091.2108333333335,3023736.8600000003,1.0,0,0,Early_HighRisk,0,0,0,65733.41,1,0,0,0,0
699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,Mid-age,0,Good,0,0.0,0.02127659574468085,14.872340425531915,2509.7866666666664,0.0,2.0,1,0,Early_HighRisk,0,0,0,0.0,0,0,0,1,0
500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,Mid-age,1,Poor,1,0.7168898880928288,0.1702127659574468,10.638297872340425,14935.593333333332,6038847.17,0.125,0,1,Mid_Stable,1,0,0,128486.11,1,0,0,0,0
707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,Mid-age,1,Good,1,2.104442966813758,0.11320754716981132,13.339622641509434,4342.537499999999,5812163.91,0.16666666666666666,6,0,Mid_Stable,1,0,0,109663.47,0,1,0,0,0
531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,Mid-age,1,Poor,1,1.1737644811375605,0.14285714285714285,12.642857142857142,6270.729166666667,3709621.02,0.3333333333333333,0,0,Mid_Stable,0,1,0,44162.155,1,0,0,0,1
557,France,Female,28,7,146445.24,2,1,0,184317.74,0,Young,1,Poor,1,0.794526017951392,0.25,19.892857142857142,15359.811666666666,4100466.7199999997,0.2857142857142857,0,1,Mid_Stable,1,0,0,73222.62,1,0,0,0,0
659,France,Female,38,3,0.0,2,1,0,158553.1,0,Mid-age,0,Fair,0,0.0,0.07894736842105263,17.342105263157894,13212.758333333333,0.0,0.6666666666666666,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,Young,0,Poor,0,0.0,0.1935483870967742,18.548387096774192,7973.868333333333,0.0,0.3333333333333333,6,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,Mid-age,1,Very Good,1,1.533833064509154,0.05555555555555555,21.52777777777778,5973.544999999999,3958165.8000000003,1.0,2,0,Early_HighRisk,1,0,0,54974.525,0,0,0,0,0
772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0,Young,1,Very Good,1,43.92847169474108,0.13333333333333333,25.733333333333334,149.20666666666668,2359591.5,0.25,0,0,Mid_Stable,0,0,0,78653.05,1,0,0,0,0
587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,Mid-age,1,Fair,1,0.7735067524438611,0.1956521739130435,12.76086956521739,11619.25,4961137.720000001,0.1111111111111111,0,1,Mid_Stable,1,1,1,107850.82,1,0,0,0,0
667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,Mid-age,1,Fair,1,0.7077254416960534,0.10256410256410256,17.102564102564102,9863.211666666666,3266848.6500000004,0.5,0,0,Mid_Stable,0,1,0,41882.675,1,0,0,0,1
771,France,Female,66,7,143773.07,1,1,1,130827.88,0,Old,1,Very Good,1,1.0989482517029245,0.10606060606060606,11.681818181818182,10902.323333333334,9489022.620000001,0.14285714285714285,7,1,Mid_Stable,1,0,0,143773.07,0,1,0,0,0
523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0,Old,1,Poor,1,0.9733899765863351,0.09523809523809523,8.301587301587302,9950.385833333334,7322318.010000001,0.16666666666666666,6,1,Mid_Stable,1,0,0,116227.27,0,1,0,0,0
662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0,Young,1,Fair,1,0.6359533628759151,0.0,20.060606060606062,13558.583333333334,3414560.16,0.0,0,1,Early_HighRisk,1,0,0,103471.52,0,1,0,0,0
717,France,Male,42,5,0.0,2,1,0,172665.21,0,Mid-age,0,Good,0,0.0,0.11904761904761904,17.071428571428573,14388.7675,0.0,0.4,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
746,France,Male,24,3,137492.35,2,0,1,170142.09,0,Young,1,Very Good,1,0.8081030978284093,0.125,31.083333333333332,14178.5075,3299816.4000000004,0.6666666666666666,3,1,Mid_Stable,1,0,0,68746.175,0,0,0,0,0
569,France,Male,28,7,0.0,2,1,0,73977.23,0,Young,0,Poor,0,0.0,0.25,20.321428571428573,6164.769166666666,0.0,0.2857142857142857,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
579,France,Male,36,9,129829.59,1,1,1,60906.12,0,Mid-age,1,Poor,1,2.1316345549511277,0.25,16.083333333333332,5075.51,4673865.24,0.1111111111111111,9,0,Mid_Stable,1,0,0,129829.59,0,1,0,0,0
519,France,Female,21,1,146329.57,2,1,1,194867.27,0,Young,1,Poor,1,0.7509191769351519,0.047619047619047616,24.714285714285715,16238.939166666665,3072920.97,2.0,1,1,Early_HighRisk,1,0,0,73164.785,0,1,0,0,0
696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,Young,1,Good,1,0.5886316585427699,0.13333333333333333,23.2,16143.046666666667,3420831.0,0.25,4,1,Mid_Stable,1,0,0,114027.7,0,1,0,0,0
693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0,Young,1,Good,1,10.016892235885836,0.24,27.72,1219.4458333333334,3664517.25,0.16666666666666666,6,0,Mid_Stable,1,0,0,146580.69,0,0,0,0,0
587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,Mid-age,1,Fair,1,4.1639170358193685,0.0,15.447368421052632,2644.193333333333,5020651.960000001,0.0,0,0,Early_HighRisk,1,1,0,66061.21,0,0,0,0,1
626,France,Female,44,10,81553.93,1,1,0,20063.63,1,Mid-age,1,Fair,1,4.064764451896291,0.22727272727272727,14.227272727272727,1671.9691666666668,3588372.92,0.1,0,0,Late_HighRisk,0,0,0,81553.93,1,0,0,0,0
666,France,Female,66,7,0.0,2,1,1,99792.82,0,Old,0,Fair,0,0.0,0.10606060606060606,10.090909090909092,8316.068333333335,0.0,0.2857142857142857,7,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
512,France,Male,24,6,0.0,2,1,0,37654.31,0,Young,0,Poor,0,0.0,0.25,21.333333333333332,3137.8591666666666,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
689,Spain,Female,28,3,0.0,2,1,1,192449.02,0,Young,0,Good,0,0.0,0.10714285714285714,24.607142857142858,16037.418333333333,0.0,0.6666666666666666,3,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
803,France,Female,26,4,0.0,2,1,1,181208.47,0,Young,0,Excellent,0,0.0,0.15384615384615385,30.884615384615383,15100.705833333333,0.0,0.5,4,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,Young,1,Poor,1,1.129210976581731,0.15625,17.125,12930.467499999999,5606870.72,0.2,5,1,Mid_Stable,0,0,0,175214.71,0,1,0,0,0
588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,Mid-age,1,Fair,1,1.0331702991617244,0.25,14.7,10125.348333333333,5021380.399999999,0.1,0,1,Late_HighRisk,1,1,0,125534.51,1,0,0,0,1
693,France,Male,68,4,97705.99,1,1,1,61569.07,0,Old,1,Good,1,1.5869330168540796,0.058823529411764705,10.191176470588236,5130.755833333334,6644007.32,0.25,4,0,Mid_Stable,0,0,0,97705.99,0,1,0,0,0
499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,Mid-age,1,Poor,1,1.0287819286668232,0.07272727272727272,9.072727272727272,10272.475833333334,6974970.75,0.5,0,1,Mid_Stable,1,1,0,63408.825,1,0,0,0,1
628,France,Female,46,1,46870.43,4,1,0,31272.14,1,Mid-age,1,Fair,1,1.4987918959175803,0.021739130434782608,13.652173913043478,2606.0116666666668,2156039.78,4.0,0,0,Early_HighRisk,0,0,0,11717.6075,1,0,0,0,0
624,Spain,Male,46,3,0.0,2,1,1,62825.03,0,Mid-age,0,Fair,0,0.0,0.06521739130434782,13.565217391304348,5235.419166666667,0.0,0.6666666666666666,3,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
733,France,Male,42,9,120094.93,1,1,0,184056.45,0,Mid-age,1,Good,1,0.6524896573850033,0.21428571428571427,17.452380952380953,15338.0375,5043987.06,0.1111111111111111,0,1,Mid_Stable,1,0,0,120094.93,1,0,0,0,0
628,France,Female,38,3,0.0,2,1,1,48924.73,0,Mid-age,0,Fair,0,0.0,0.07894736842105263,16.526315789473685,4077.0608333333334,0.0,0.6666666666666666,3,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
633,France,Female,33,3,0.0,2,1,0,191111.02,0,Young,0,Fair,0,0.0,0.09090909090909091,19.181818181818183,15925.918333333333,0.0,0.6666666666666666,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0,Mid-age,1,Poor,1,1.9259712173654024,0.027777777777777776,15.527777777777779,4515.338333333333,3756849.84,2.0,1,0,Early_HighRisk,1,0,0,52178.47,0,0,0,0,1
704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,Young,1,Good,1,2.283338042255418,0.18518518518518517,26.074074074074073,5365.110833333333,3969117.1799999997,0.2,0,0,Mid_Stable,1,1,0,147004.34,1,0,0,0,0
744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0,Mid-age,1,Very Good,1,0.9270327885210343,0.15789473684210525,19.57894736842105,6564.238333333334,2774880.46,0.3333333333333333,0,0,Mid_Stable,0,1,0,36511.585,1,0,0,0,0
665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,Mid-age,1,Fair,1,1.4852900383747811,0.025,16.625,9730.565833333332,6937302.0,1.0,1,1,Early_HighRisk,0,0,0,173432.55,0,0,0,0,0
638,France,Female,42,7,165679.92,1,0,0,32916.29,0,Mid-age,1,Fair,1,5.033371622379072,0.16666666666666666,15.19047619047619,2743.0241666666666,6958556.640000001,0.14285714285714285,0,0,Mid_Stable,0,0,0,165679.92,0,0,0,0,0
837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0,Young,1,Excellent,1,2.0536252810333395,0.2903225806451613,27.0,4247.716666666666,3245037.2199999997,0.1111111111111111,9,0,Mid_Stable,1,0,0,104678.62,0,0,0,0,0
534,France,Female,55,8,116973.26,3,1,0,122066.5,1,Mid-age,1,Poor,1,0.9582748747608885,0.14545454545454545,9.709090909090909,10172.208333333334,6433529.3,0.375,0,1,Mid_Stable,1,0,0,38991.08666666666,1,0,0,0,0
548,France,Female,36,3,0.0,1,1,0,65996.9,0,Mid-age,0,Poor,0,0.0,0.08333333333333333,15.222222222222221,5499.741666666666,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,Mid-age,1,Excellent,1,1.59257379421137,0.05263157894736842,22.026315789473685,6631.448333333334,4815848.3,0.5,2,0,Early_HighRisk,1,0,0,126732.85,0,1,0,0,0
658,France,Female,44,6,148481.09,1,1,0,130529.13,0,Mid-age,1,Fair,1,1.1375322121583127,0.13636363636363635,14.954545454545455,10877.4275,6533167.96,0.16666666666666666,0,1,Mid_Stable,1,0,0,148481.09,1,0,0,0,0
554,France,Female,38,4,137654.05,2,1,1,172629.67,0,Mid-age,1,Poor,1,0.7973950827803817,0.10526315789473684,14.578947368421053,14385.805833333334,5230853.899999999,0.5,4,1,Mid_Stable,1,0,0,68827.025,0,1,0,0,0
724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0,Young,1,Good,1,7.578274416046233,0.23333333333333334,24.133333333333333,1268.0441666666668,3459451.1999999997,0.14285714285714285,0,0,Mid_Stable,1,1,0,115315.04,1,0,0,0,0
723,France,Male,42,2,99095.73,1,1,1,17512.53,0,Mid-age,1,Good,1,5.658561612742419,0.047619047619047616,17.214285714285715,1459.3774999999998,4162020.6599999997,0.5,2,0,Early_HighRisk,0,0,0,99095.73,0,1,0,0,0
585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,Mid-age,1,Fair,1,1.2560325018936003,0.1794871794871795,15.0,10987.667500000001,6458805.99,0.2857142857142857,0,1,Mid_Stable,0,1,0,82805.205,0,0,0,0,1
474,France,Male,33,5,0.0,2,1,0,181945.52,1,Young,0,Poor,0,0.0,0.15151515151515152,14.363636363636363,15162.126666666665,0.0,0.4,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,Young,1,Poor,1,1.7667713497116935,0.1875,17.5625,7623.541666666667,5172117.12,0.16666666666666666,0,0,Mid_Stable,0,0,0,161628.66,1,0,0,0,0
719,France,Male,32,9,146605.27,1,1,1,77119.45,0,Young,1,Good,1,1.9010155025742532,0.28125,22.46875,6426.620833333333,4691368.64,0.1111111111111111,9,0,Mid_Stable,1,0,0,146605.27,0,1,0,0,0
635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,Mid-age,1,Fair,1,1.186974319262467,0.13513513513513514,17.16216216216216,7967.645,4199081.16,0.2,0,0,Mid_Stable,1,1,0,113488.68,1,0,0,0,0
743,France,Male,42,7,77002.2,2,1,1,80428.42,0,Mid-age,1,Very Good,1,0.9574003816064023,0.16666666666666666,17.69047619047619,6702.368333333333,3234092.4,0.2857142857142857,7,0,Mid_Stable,0,0,0,38501.1,0,1,0,0,0
681,Spain,Male,67,7,0.0,2,0,1,163714.92,0,Old,0,Good,0,0.0,0.1044776119402985,10.164179104477611,13642.910000000002,0.0,0.2857142857142857,7,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
521,France,Female,39,6,0.0,2,0,1,27375.15,0,Mid-age,0,Poor,0,0.0,0.15384615384615385,13.35897435897436,2281.2625000000003,0.0,0.3333333333333333,6,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
741,Spain,Male,25,4,0.0,2,1,1,73873.65,0,Young,0,Very Good,0,0.0,0.16,29.64,6156.1375,0.0,0.5,4,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,Mid-age,1,Very Good,1,1.309464632121096,0.17391304347826086,17.17391304347826,11605.54,8388768.38,0.125,0,1,Mid_Stable,0,0,0,182364.53,0,0,0,0,0
622,France,Male,35,8,0.0,2,1,1,131772.51,0,Young,0,Fair,0,0.0,0.22857142857142856,17.771428571428572,10981.042500000001,0.0,0.25,8,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
669,France,Male,45,7,149364.58,1,0,1,173454.07,0,Mid-age,1,Fair,1,0.8611189117672475,0.15555555555555556,14.866666666666667,14454.505833333335,6721406.1,0.14285714285714285,7,1,Mid_Stable,1,0,0,149364.58,0,0,0,0,0
583,France,Male,59,7,127450.14,1,0,1,67552.71,0,Mid-age,1,Fair,1,1.886676937165067,0.11864406779661017,9.88135593220339,5629.392500000001,7519558.26,0.14285714285714285,7,0,Mid_Stable,1,0,0,127450.14,0,0,0,0,0
520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,Old,1,Poor,1,4.667820498180228,0.07936507936507936,8.253968253968255,2897.1108333333336,10223534.16,0.2,5,0,Mid_Stable,0,0,0,162278.32,0,1,0,0,0
579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0,Mid-age,1,Poor,1,1.266128504995128,0.13513513513513514,15.64864864864865,10018.261666666667,5631876.5600000005,0.4,0,1,Mid_Stable,0,0,0,76106.44,0,0,0,0,0
698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0,Mid-age,1,Good,1,1.7956946707314452,0.23076923076923078,17.897435897435898,7517.698333333334,6317761.710000001,0.1111111111111111,0,0,Mid_Stable,0,0,0,161993.89,0,0,0,0,0
548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,Mid-age,1,Poor,1,0.7968952056125558,0.1794871794871795,14.051282051282051,13747.985,5127269.16,0.14285714285714285,0,1,Mid_Stable,1,0,0,131468.44,1,0,0,0,0
672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,Mid-age,1,Good,1,80.08993552702188,0.25,16.8,107.15083333333332,4119217.6,0.1,0,0,Late_HighRisk,1,1,0,102980.44,1,0,0,0,0
653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,Young,1,Fair,1,1.7127496998666099,0.2903225806451613,21.06451612903226,6973.288333333334,4442981.07,0.1111111111111111,0,0,Mid_Stable,1,1,0,143321.97,1,0,0,0,0
734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0,Mid-age,1,Good,1,3.774520286412761,0.05405405405405406,19.83783783783784,2879.0616666666665,4824982.04,0.5,0,0,Early_HighRisk,1,0,0,130404.92,0,0,0,0,0
794,France,Female,41,7,0.0,2,1,1,74275.08,0,Mid-age,0,Very Good,0,0.0,0.17073170731707318,19.365853658536587,6189.59,0.0,0.2857142857142857,7,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
641,France,Male,30,2,87505.47,2,0,1,7278.57,0,Young,1,Fair,1,12.022343674650378,0.06666666666666667,21.366666666666667,606.5475,2625164.1,1.0,2,0,Early_HighRisk,0,0,0,43752.735,0,0,0,0,0
824,France,Male,30,0,133634.02,1,1,1,162053.92,0,Young,1,Excellent,1,0.8246268896179739,0.0,27.466666666666665,13504.493333333334,4009020.5999999996,0.0,0,1,Early_HighRisk,1,0,0,133634.02,0,1,0,0,0
534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,Young,1,Poor,1,0.7586845428258719,0.09090909090909091,16.181818181818183,16611.385833333334,4990709.46,0.3333333333333333,0,1,Mid_Stable,0,0,0,151233.62,0,0,0,0,0
653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0,Mid-age,1,Fair,1,1.126967293586244,0.03636363636363636,11.872727272727273,5195.6425,3864510.65,0.5,2,0,Early_HighRisk,0,0,0,70263.83,0,0,0,0,0
498,France,Male,34,5,0.0,2,1,1,91711.66,0,Young,0,Poor,0,0.0,0.14705882352941177,14.647058823529411,7642.638333333333,0.0,0.4,5,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
683,France,Male,30,10,57657.49,1,0,0,79240.9,0,Young,1,Good,1,0.7276228563784611,0.3333333333333333,22.766666666666666,6603.408333333333,1729724.7,0.1,0,0,Late_HighRisk,0,0,0,57657.49,0,0,0,0,0
618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0,Mid-age,1,Fair,1,2.002779226808695,0.19047619047619047,14.714285714285714,6389.966666666667,6450037.02,0.25,8,0,Mid_Stable,0,0,0,76786.155,0,1,0,0,0
538,France,Male,37,1,134752.08,1,1,0,162511.55,0,Mid-age,1,Poor,1,0.8291846333383689,0.02702702702702703,14.54054054054054,13542.629166666666,4985826.96,1.0,0,1,Early_HighRisk,1,0,0,134752.08,1,0,0,0,0
643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0,Young,1,Fair,1,3.8917914430491622,0.08823529411764706,18.91176470588235,1780.0733333333335,2826491.06,0.3333333333333333,3,0,Mid_Stable,0,0,0,83132.09,0,1,0,0,0
428,France,Female,31,2,0.0,2,1,0,54487.43,0,Young,0,Poor,0,0.0,0.06451612903225806,13.806451612903226,4540.619166666666,0.0,1.0,0,0,Early_HighRisk,0,0,0,0.0,1,0,0,0,0
593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,Young,1,Fair,1,2.4864438945653755,0.28125,18.53125,4494.254166666667,4291088.96,0.2222222222222222,0,0,Mid_Stable,1,1,0,67048.265,1,0,0,0,1
